id,title,text,label
859,Tech Company Launches Updated Software Version - 20,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
860,URGENT: Banks Will Collapse Tomorrow! 69,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
861,Museum Hosts Exhibition of Historical Artifacts - 6,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
862,Amazing: This One Trick Doctors Don't Want You to Know 25,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
863,Museum Hosts Exhibition of Historical Artifacts - 93,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
864,Incredible: Free Money for Everyone Starting Next Week! 59,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
865,Local Council Approves New Infrastructure Project - 93,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
866,EXPOSED: The Real Truth Behind Recent Events 75,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
867,City Opens New Community Center for Residents - 26,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
868,Miracle Diet: Lose 50 Pounds in 1 Week! 5,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
869,Tech Company Launches Updated Software Version - 4,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
870,Incredible: Free Money for Everyone Starting Next Week! 28,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
871,Government Releases Annual Budget Proposal - 13,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
872,BREAKING: Scientists Discover Cure for All Diseases! 35,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
873,Tech Company Launches Updated Software Version - 50,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
874,Celebrity Secretly Controls World Government 63,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
875,Research Team Publishes Study on Climate Patterns - 50,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
876,Amazing: This One Trick Doctors Don't Want You to Know 72,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
877,Museum Hosts Exhibition of Historical Artifacts - 25,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
878,Miracle Diet: Lose 50 Pounds in 1 Week! 51,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
879,Research Team Publishes Study on Climate Patterns - 99,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
880,Celebrity Secretly Controls World Government 77,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
881,Company Announces Quarterly Earnings Report - 62,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
882,EXPOSED: The Real Truth Behind Recent Events 73,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
883,Company Announces Quarterly Earnings Report - 32,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
884,WARNING: Your Phone is Spying on You Right Now! 32,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
885,Research Team Publishes Study on Climate Patterns - 50,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
886,WARNING: Your Phone is Spying on You Right Now! 34,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
887,Research Team Publishes Study on Climate Patterns - 1,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
888,Incredible: Free Money for Everyone Starting Next Week! 38,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
889,Tech Company Launches Updated Software Version - 71,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
890,URGENT: Banks Will Collapse Tomorrow! 3,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
891,Company Announces Quarterly Earnings Report - 26,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
892,Miracle Diet: Lose 50 Pounds in 1 Week! 30,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
893,Government Releases Annual Budget Proposal - 9,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
894,EXPOSED: The Real Truth Behind Recent Events 1,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
895,Research Team Publishes Study on Climate Patterns - 24,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
896,URGENT: Banks Will Collapse Tomorrow! 10,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
897,Museum Hosts Exhibition of Historical Artifacts - 64,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
898,Amazing: This One Trick Doctors Don't Want You to Know 6,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
899,City Opens New Community Center for Residents - 37,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
900,BREAKING: Scientists Discover Cure for All Diseases! 99,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
901,Government Releases Annual Budget Proposal - 29,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
902,Shocking Truth: Government Hiding Alien Contact 90,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
903,City Opens New Community Center for Residents - 20,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
904,Unbelievable: Man Lives to 200 Years Using This Method 52,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
905,Government Releases Annual Budget Proposal - 3,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
906,Incredible: Free Money for Everyone Starting Next Week! 57,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
907,Company Announces Quarterly Earnings Report - 53,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
908,Incredible: Free Money for Everyone Starting Next Week! 57,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
909,Museum Hosts Exhibition of Historical Artifacts - 19,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
910,Shocking Truth: Government Hiding Alien Contact 10,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
911,School District Implements New Education Program - 63,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
912,Celebrity Secretly Controls World Government 14,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
913,Local Council Approves New Infrastructure Project - 61,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
914,WARNING: Your Phone is Spying on You Right Now! 72,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
915,Museum Hosts Exhibition of Historical Artifacts - 6,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
916,Shocking Truth: Government Hiding Alien Contact 53,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
917,Research Team Publishes Study on Climate Patterns - 100,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
918,Miracle Diet: Lose 50 Pounds in 1 Week! 81,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
919,Sports Team Wins Championship After Close Match - 32,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
920,WARNING: Your Phone is Spying on You Right Now! 55,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
921,Sports Team Wins Championship After Close Match - 56,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
922,EXPOSED: The Real Truth Behind Recent Events 15,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
923,Company Announces Quarterly Earnings Report - 39,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
924,BREAKING: Scientists Discover Cure for All Diseases! 66,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
925,Tech Company Launches Updated Software Version - 49,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
926,Celebrity Secretly Controls World Government 81,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
927,Sports Team Wins Championship After Close Match - 66,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
928,WARNING: Your Phone is Spying on You Right Now! 19,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
929,Local Council Approves New Infrastructure Project - 41,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
930,Unbelievable: Man Lives to 200 Years Using This Method 46,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
931,Tech Company Launches Updated Software Version - 16,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
932,BREAKING: Scientists Discover Cure for All Diseases! 85,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
933,Local Council Approves New Infrastructure Project - 9,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
934,Unbelievable: Man Lives to 200 Years Using This Method 88,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
935,Sports Team Wins Championship After Close Match - 72,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
936,BREAKING: Scientists Discover Cure for All Diseases! 92,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
937,Research Team Publishes Study on Climate Patterns - 89,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
938,Shocking Truth: Government Hiding Alien Contact 44,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
939,Tech Company Launches Updated Software Version - 83,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
940,Shocking Truth: Government Hiding Alien Contact 84,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
941,Government Releases Annual Budget Proposal - 60,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
942,Celebrity Secretly Controls World Government 74,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
943,Tech Company Launches Updated Software Version - 84,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
944,WARNING: Your Phone is Spying on You Right Now! 75,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
945,Company Announces Quarterly Earnings Report - 28,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
946,EXPOSED: The Real Truth Behind Recent Events 10,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
947,Research Team Publishes Study on Climate Patterns - 90,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
948,URGENT: Banks Will Collapse Tomorrow! 54,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
949,Government Releases Annual Budget Proposal - 3,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
950,Celebrity Secretly Controls World Government 95,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
951,Company Announces Quarterly Earnings Report - 26,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
952,Amazing: This One Trick Doctors Don't Want You to Know 2,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
953,Research Team Publishes Study on Climate Patterns - 14,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
954,Celebrity Secretly Controls World Government 10,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
955,Sports Team Wins Championship After Close Match - 67,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
956,WARNING: Your Phone is Spying on You Right Now! 2,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
957,School District Implements New Education Program - 80,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
958,Shocking Truth: Government Hiding Alien Contact 100,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
959,Tech Company Launches Updated Software Version - 91,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
960,Celebrity Secretly Controls World Government 27,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
961,Government Releases Annual Budget Proposal - 2,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
962,Miracle Diet: Lose 50 Pounds in 1 Week! 74,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
963,Sports Team Wins Championship After Close Match - 2,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
964,Incredible: Free Money for Everyone Starting Next Week! 18,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
965,University Researchers Make Progress in Cancer Study - 88,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
966,Shocking Truth: Government Hiding Alien Contact 63,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
967,University Researchers Make Progress in Cancer Study - 20,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
968,WARNING: Your Phone is Spying on You Right Now! 20,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
969,Sports Team Wins Championship After Close Match - 59,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
970,Shocking Truth: Government Hiding Alien Contact 87,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
971,Company Announces Quarterly Earnings Report - 32,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
972,URGENT: Banks Will Collapse Tomorrow! 32,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
973,Research Team Publishes Study on Climate Patterns - 40,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
974,URGENT: Banks Will Collapse Tomorrow! 99,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
